,INDEX,TARGET,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,LabelAppeal,AcidIndex,STARS
6050,7652,0,6.4,0.53,0.45,46.5,0.027999999999999997,194.0,183.0,0.9922,3.51,1.25,17.3,-1,6,
6051,7655,0,16.5,1.13,0.5,2.25,0.013000000000000001,61.0,267.0,0.9968299999999999,2.37,1.38,,-1,12,
6052,7656,4,7.4,1.41,0.31,11.2,0.045,238.0,193.0,0.9986,4.05,0.49,19.9,0,8,
6053,7658,3,2.9,0.32,0.12,53.0,0.07400000000000001,277.0,273.0,0.9944,4.09,1.15,10.0,0,6,1.0
6054,7659,4,6.5,1.65,0.15,34.3,0.13699999999999998,80.0,225.0,0.9385899999999999,,0.55,10.0,0,7,2.0
6055,7660,0,9.2,1.485,0.77,31.1,0.042,87.0,158.0,0.9644299999999999,3.36,0.38,15.4,-1,6,1.0
6056,7661,4,11.1,0.25,0.55,15.8,0.057,30.0,167.0,0.9802700000000001,3.99,0.51,2.8,1,7,2.0
6057,7663,4,14.3,0.67,1.63,5.2,0.342,174.0,169.0,0.9743299999999999,3.2,0.57,17.5,1,8,3.0
6058,7664,4,7.3,0.26,1.86,9.7,0.414,30.0,374.0,0.9962,3.64,0.47,4.5,0,7,2.0
6059,7665,4,7.0,0.12,0.07,12.85,,36.0,274.0,1.0365,4.84,0.21,12.9,0,8,2.0
6060,7666,3,2.5,0.2,0.49,1.7,0.626,34.0,169.0,1.03491,2.93,,7.9,0,9,2.0
6061,7667,5,18.6,1.07,0.46,25.0,0.23800000000000002,126.0,130.0,0.99587,0.88,0.06,9.6,2,10,1.0
6062,7668,3,7.6,0.48,2.54,10.2,0.106,4.0,177.0,0.9902,2.8,0.45,11.4,1,8,1.0
6063,7670,5,8.5,1.18,1.31,7.9,0.054000000000000006,51.0,15.0,0.9460200000000001,1.63,0.8,11.9,0,8,2.0
6064,7672,3,1.1,0.635,1.35,25.6,,198.0,55.0,0.94844,4.34,0.4,12.4,1,9,1.0
6065,7673,0,8.4,0.43,0.07,20.85,0.047,25.0,218.0,1.00016,2.98,0.66,10.1,0,9,
6066,7674,1,6.3,0.33,0.2,17.9,0.066,1.0,146.0,0.9901200000000001,2.13,,8.9,-2,7,
6067,7676,0,10.8,0.47,2.42,2.1,0.171,27.0,66.0,0.99618,2.87,0.76,4.8,-1,12,1.0
6068,7677,3,8.0,0.76,1.34,36.7,,167.0,189.0,0.9603200000000001,3.34,1.34,9.4,0,9,2.0
6069,7679,3,4.4,0.28,0.34,1.3,0.37799999999999995,289.0,126.0,0.99403,3.14,0.5,9.8,-1,9,1.0
6070,7680,3,16.8,0.16,0.44,58.2,0.043,25.0,109.0,0.97631,3.11,0.75,9.4,-1,8,1.0
6071,7681,5,0.5,0.18,2.21,1.4,0.046,191.0,157.0,0.99641,3.7,0.62,12.8,1,8,2.0
6072,7683,4,6.8,0.2,0.05,64.5,0.265,30.0,493.0,0.8940299999999999,3.27,0.54,13.7,0,7,3.0
6073,7684,0,8.1,0.27,0.31,36.5,0.031,27.0,38.0,1.0366799999999998,2.01,0.33,12.7,-1,8,1.0
6074,7685,2,0.8,0.22,1.54,9.3,0.387,283.0,106.0,0.99645,5.22,2.75,13.0,-1,7,
6075,7686,3,6.5,0.27,0.39,2.6,0.052000000000000005,252.0,501.0,0.9988799999999999,2.81,1.32,7.1,-1,7,1.0
6076,7687,4,19.1,0.1,0.37,1.2,,36.0,4.0,1.00675,2.82,0.45,16.4,1,8,1.0
6077,7691,3,8.3,1.17,1.1,7.8,0.306,139.0,454.0,0.9915,3.77,,,-1,7,1.0
6078,7693,3,2.6,0.73,0.34,1.3,,254.0,,1.01482,3.49,0.11,13.3,-1,7,1.0
6079,7694,4,2.8,0.31,1.6,2.2,0.5529999999999999,20.0,326.0,0.9927,2.91,0.37,10.3,1,7,1.0
6080,7695,1,7.9,3.68,0.16,19.4,0.48200000000000004,8.0,524.0,1.03588,4.34,0.47,12.4,-1,7,2.0
6081,7696,4,6.2,1.28,0.85,60.0,0.27399999999999997,58.0,176.0,0.9759700000000001,3.19,0.7,10.4,1,7,2.0
6082,7697,0,3.6,0.63,0.44,29.2,0.8140000000000001,22.0,119.0,0.9674299999999999,4.39,0.67,9.7,1,11,
6083,7698,0,10.0,1.04,0.47,48.7,0.48700000000000004,6.0,275.0,0.9890200000000001,3.45,2.09,12.0,0,11,
6084,7700,0,5.4,0.12,0.07,19.1,0.114,9.0,38.0,0.9974,3.85,0.75,15.8,1,9,
6085,7701,3,6.2,0.52,0.65,1.0,0.044000000000000004,48.0,14.0,0.99345,2.37,0.85,9.2,0,7,2.0
6086,7702,3,11.8,1.13,0.24,6.5,0.142,28.0,100.0,0.9934799999999999,3.12,0.97,,-1,7,1.0
6087,7703,0,0.2,0.15,0.49,,0.37,33.0,249.0,1.01081,2.92,0.77,17.7,0,8,
6088,7704,4,8.8,0.99,0.64,,0.059000000000000004,,285.0,0.94711,4.14,0.7,11.8,0,8,3.0
6089,7706,3,7.1,0.38,0.4,75.0,0.19899999999999998,165.0,125.0,0.9406399999999999,3.64,3.76,11.4,0,8,1.0
6090,7707,3,10.5,0.28,0.99,47.9,0.27,70.0,186.0,0.9928799999999999,3.08,1.17,10.7,0,8,3.0
6091,7708,4,5.4,0.21,0.51,33.8,0.045,229.0,125.0,1.06863,3.62,,10.9,1,8,2.0
6092,7709,0,0.7,0.64,0.46,52.7,0.126,53.0,138.0,0.9908399999999999,4.01,0.51,17.8,1,7,
6093,7710,6,6.4,0.25,0.74,7.8,0.551,52.0,209.0,0.9956,3.21,0.42,3.9,2,7,3.0
6094,7711,4,10.3,0.09,1.17,0.7,,15.0,66.0,0.9899,3.11,0.31,1.2,0,7,1.0
6095,7713,4,7.6,0.42,0.39,45.8,0.885,45.0,136.0,0.9965,2.83,1.5,9.2,0,8,
6096,7714,5,2.0,0.5,0.36,2.8,0.003,26.0,345.0,0.9972200000000001,3.18,0.41,,2,10,3.0
6097,7715,4,1.5,0.35,0.37,2.5,0.066,198.0,935.0,1.01603,2.69,0.44,12.7,0,8,3.0
6098,7716,0,5.6,0.31,0.74,1.5,0.428,6.0,210.0,0.99498,3.95,0.77,5.6,-1,6,
6099,7717,5,10.0,1.39,1.32,2.5,0.231,220.0,153.0,1.0283200000000001,4.05,,11.4,0,7,2.0
6100,7718,3,1.3,0.22,0.22,16.65,0.044000000000000004,281.0,306.0,0.99855,3.91,,5.7,-1,6,2.0
6101,7719,5,13.4,0.32,1.58,15.3,0.022000000000000002,31.0,189.0,0.99134,3.2,1.47,,0,7,3.0
6102,7720,3,2.1,0.09,1.99,1.6,0.036000000000000004,15.0,92.0,0.95165,3.61,0.71,10.9,0,7,1.0
6103,7721,5,12.6,0.18,0.49,52.3,0.061,23.0,145.0,0.98621,3.23,0.33,10.0,2,9,1.0
6104,7722,3,8.3,0.78,0.46,46.7,0.45899999999999996,62.0,98.0,0.9943,3.15,0.35,4.1,-1,9,2.0
6105,7723,0,5.1,0.86,0.2,2.2,0.079,,52.0,0.9733,3.44,0.64,3.2,-1,10,
6106,7724,5,6.8,0.36,0.34,14.0,0.365,167.0,38.0,0.9952,4.42,0.5,17.9,0,7,1.0
6107,7725,5,1.3,1.245,0.33,1.4,0.496,17.0,5.0,1.0324799999999998,3.27,0.03,9.5,1,7,2.0
6108,7727,4,18.7,0.99,1.21,1.3,0.149,37.0,7.0,1.01766,2.93,1.11,9.2,0,8,3.0
6109,7729,5,10.7,0.01,0.02,3.7,0.085,277.0,76.0,0.9917299999999999,2.98,0.57,21.3,0,7,3.0
6110,7730,3,4.3,0.73,0.6,1.2,0.552,245.0,99.0,1.03949,3.01,,10.8,0,8,2.0
6111,7731,6,7.6,0.33,1.34,50.8,0.08199999999999999,167.0,26.0,0.9913,2.84,0.75,14.5,1,8,3.0
6112,7732,2,6.6,0.24,0.31,17.5,0.36200000000000004,73.0,142.0,0.99441,2.27,,8.7,-1,7,1.0
6113,7733,2,7.0,0.29,0.54,10.7,0.22,113.0,536.0,1.0312700000000001,3.05,0.61,9.6,-1,8,2.0
6114,7734,2,0.3,2.34,0.5,52.7,1.057,23.0,392.0,0.9801799999999999,3.32,0.47,9.8,0,9,2.0
6115,7736,0,19.3,0.43,1.04,1.8,0.138,20.0,51.0,0.99175,3.35,0.56,9.2,0,8,
6116,7738,0,6.1,0.32,0.41,1.8,0.386,5.0,411.0,0.99464,4.59,2.03,10.1,0,7,
6117,7740,4,0.3,2.68,0.32,9.0,0.221,15.0,430.0,0.9952,3.17,1.63,10.3,-1,8,2.0
6118,7741,0,9.7,1.0,0.62,4.9,0.032,3.0,175.0,0.9936799999999999,2.85,0.4,10.4,-1,10,
6119,7742,0,16.6,0.56,0.04,2.0,0.08199999999999999,6.0,22.0,0.9976,3.17,0.26,9.6,0,9,
6120,7745,0,10.0,1.24,1.14,2.2,0.607,,15.0,1.0323200000000001,4.01,1.89,7.8,-1,11,
6121,7747,3,17.5,0.15,0.42,15.1,0.044000000000000004,56.0,4.0,1.03882,3.39,0.48,9.3,-1,7,2.0
6122,7748,4,7.3,0.06,0.41,,0.039,55.0,218.0,1.0,3.32,1.89,6.0,0,8,1.0
6123,7751,6,2.4,0.76,1.07,2.2,0.033,54.0,198.0,0.9416100000000001,,0.43,13.5,1,7,3.0
6124,7753,0,10.2,0.93,0.49,2.4,0.075,279.0,122.0,0.92768,2.52,0.61,10.4,-1,11,
6125,7754,0,6.2,0.52,0.29,8.9,0.035,21.0,93.0,1.03415,,1.14,11.9,-1,7,
6126,7757,5,4.7,0.6,0.34,10.3,0.14,26.0,132.0,0.9940000000000001,3.86,1.18,15.0,1,7,2.0
6127,7758,3,1.3,0.24,0.88,48.6,0.255,139.0,535.0,0.9958,3.23,0.38,10.3,0,8,
6128,7759,4,6.8,0.64,0.0,20.9,0.175,308.0,33.0,0.9953799999999999,3.44,0.24,11.3,0,7,2.0
6129,7760,6,5.3,0.36,1.42,39.7,0.332,40.0,,0.9918600000000001,4.11,,11.6,2,6,2.0
6130,7761,4,1.15,0.34,0.21,18.5,0.11900000000000001,56.0,,0.9957799999999999,3.15,,5.8,0,8,1.0
6131,7763,0,24.4,0.44,0.66,2.2,0.07400000000000001,10.0,45.0,0.95894,4.06,0.57,9.0,2,13,
6132,7765,3,0.1,0.23,1.27,,,35.0,140.0,0.9967,4.65,0.47,9.2,0,7,1.0
6133,7766,0,7.5,2.23,0.4,50.4,0.012,89.0,39.0,0.9968,2.86,2.32,4.8,2,8,
6134,7767,5,15.6,0.745,1.25,3.15,0.08,15.0,345.0,1.0416100000000001,4.28,0.61,17.3,1,6,3.0
6135,7768,3,3.0,0.41,1.14,17.75,0.073,241.0,161.0,0.95109,3.34,1.02,11.1,0,7,3.0
6136,7771,5,15.0,0.21,1.26,4.4,0.039,24.0,92.0,1.01922,3.27,1.25,16.3,1,7,2.0
6137,7772,4,7.7,0.3,0.42,14.3,0.045,161.0,28.0,0.9991,3.18,,10.5,1,8,2.0
6138,7773,5,4.5,0.33,0.42,50.1,0.489,39.0,259.0,1.02242,3.12,0.54,12.4,1,7,2.0
6139,7774,4,7.2,0.28,0.12,27.5,,285.0,41.0,1.0118,4.09,0.49,9.5,0,8,2.0
6140,7775,3,8.9,0.565,0.67,3.0,0.235,16.0,112.0,1.00081,3.55,0.08,9.1,0,10,2.0
6141,7777,2,6.8,0.56,1.39,33.0,0.17800000000000002,144.0,60.0,1.0241,3.32,1.93,9.5,-1,9,1.0
6142,7779,1,12.4,0.2,0.11,9.5,0.040999999999999995,22.0,364.0,1.04015,3.97,,10.1,-1,7,
6143,7780,3,7.0,1.37,0.08,,0.013000000000000001,31.0,253.0,0.9953,3.22,0.56,10.5,-1,8,1.0
6144,7781,2,6.9,1.2,0.24,32.3,0.053,6.0,254.0,0.993,3.23,0.75,16.0,-1,7,1.0
6145,7782,0,12.6,0.875,0.63,58.05,0.428,20.0,14.0,1.0200799999999999,4.32,1.17,11.5,1,10,
6146,7783,5,6.2,1.48,2.09,18.1,0.069,124.0,382.0,0.9720200000000001,1.86,0.03,8.8,1,7,3.0
6147,7785,6,10.1,0.66,0.21,0.0,0.158,21.0,108.0,1.03054,3.3,,12.9,2,6,2.0
6148,7787,0,6.7,0.47,0.49,2.1,0.466,18.0,,1.03841,4.32,0.3,9.7,0,7,1.0
6149,7788,5,7.5,0.24,0.31,13.1,0.05,148.0,180.0,0.99884,3.96,0.53,9.1,1,8,2.0
6150,7790,0,7.2,0.54,0.27,2.6,0.391,68.0,121.0,1.02373,3.39,0.71,15.8,-1,8,
6151,7791,3,3.0,1.335,0.31,81.0,0.41,34.0,110.0,0.9963,3.72,0.69,4.5,-1,8,2.0
6152,7792,3,14.4,1.15,0.41,7.0,0.21100000000000002,59.0,130.0,1.0315,2.08,0.91,10.6,0,7,3.0
6153,7795,2,8.5,1.33,1.05,54.85,0.41,106.0,58.0,0.9681799999999999,2.18,0.54,9.8,-1,9,
6154,7796,5,7.0,1.33,0.26,55.7,0.12,51.0,166.0,0.99382,5.15,0.35,11.6,1,8,2.0
6155,7797,6,16.8,0.25,0.95,2.7,0.326,41.0,136.0,0.9898,3.16,0.74,12.7,1,8,2.0
6156,7798,5,6.8,0.29,0.38,1.4,0.603,89.0,111.0,0.9706899999999999,3.32,0.13,17.4,0,7,2.0
6157,7799,4,17.3,0.09,0.3,35.4,0.05,176.0,127.0,0.9942,5.03,0.39,9.7,0,7,3.0
6158,7800,6,0.8,0.23,0.69,8.6,0.043,92.0,110.0,0.96905,3.04,0.41,6.8,2,8,3.0
6159,7801,3,6.8,0.15,1.22,44.5,0.044000000000000004,68.5,71.0,0.9974200000000001,3.24,,10.2,-1,7,1.0
6160,7802,3,26.5,0.185,1.1,36.2,0.28300000000000003,20.0,219.0,0.9911200000000001,2.66,,9.9,-1,6,1.0
6161,7803,3,2.3,0.3,0.35,1.4,0.039,36.0,593.0,1.02112,3.11,,9.4,-1,7,
6162,7805,3,6.4,0.29,1.77,8.8,0.04,131.0,142.0,0.99155,2.54,1.35,10.6,0,7,3.0
6163,7806,3,7.8,0.7,0.32,10.3,0.079,37.0,297.0,0.95321,3.79,2.05,5.6,0,7,1.0
6164,7807,3,6.6,0.3,0.36,8.0,,96.0,124.0,0.98521,3.51,0.14,10.8,-1,7,
6165,7808,4,7.3,0.69,0.73,28.6,0.021,80.0,69.0,0.99,3.08,0.9,10.6,0,8,3.0
6166,7809,3,9.6,1.37,0.37,2.3,,110.0,23.0,1.01549,3.24,0.56,10.5,0,10,3.0
6167,7810,3,6.4,0.79,0.08,19.0,0.573,34.0,124.0,0.9948,4.48,0.39,10.2,0,7,1.0
6168,7812,2,14.7,0.32,1.49,15.6,0.504,27.0,173.0,0.99872,3.46,,,-1,7,2.0
6169,7814,1,2.1,0.23,0.37,2.2,0.012,60.0,42.0,0.9998600000000001,3.61,0.53,9.3,-1,11,
6170,7816,3,10.3,0.3,1.73,1.3,0.051,39.0,205.0,0.99669,3.32,2.02,14.1,0,8,1.0
6171,7819,4,7.5,0.78,1.97,10.8,0.048,20.0,196.0,0.978,3.09,0.59,11.666666667000001,-1,7,3.0
6172,7820,2,9.6,0.26,1.15,2.2,0.043,35.0,175.0,0.9918,3.68,0.43,0.1,-2,7,1.0
6173,7822,6,13.7,0.76,0.27,50.0,0.067,75.0,262.0,0.99444,3.04,0.37,10.5,1,8,1.0
6174,7823,0,19.3,0.31,2.12,12.5,0.435,13.0,213.0,0.9873200000000001,3.27,1.73,5.0,1,10,
6175,7824,5,5.0,0.04,0.27,2.2,0.528,317.0,100.0,0.99098,2.86,0.62,11.7,1,5,3.0
6176,7826,2,7.8,1.13,0.27,1.2,0.318,142.0,578.0,0.9936,4.43,1.0,9.1,-1,8,
6177,7827,4,5.5,0.735,1.91,2.9,0.617,27.0,52.0,0.9924,3.14,3.88,9.9,0,6,3.0
6178,7828,4,1.7,0.555,1.99,4.5,0.39899999999999997,17.0,245.0,0.9943,3.98,0.46,4.1,1,7,1.0
6179,7829,5,4.5,0.17,0.3,42.9,,171.0,119.0,0.9708100000000001,3.88,2.37,7.8,1,6,2.0
6180,7831,0,4.9,0.84,0.89,2.2,0.344,272.0,266.0,1.0130700000000001,4.37,0.53,10.9,1,9,
6181,7833,3,18.9,0.24,0.8,12.5,0.046,47.0,12.0,0.9983,3.28,2.28,,-1,7,1.0
6182,7834,4,2.8,0.69,0.25,47.8,0.532,44.0,138.0,1.0001,,1.52,12.5,1,7,1.0
6183,7836,4,9.3,0.27,0.3,1.5,0.045,22.0,286.0,0.992,3.31,1.17,14.4,1,7,3.0
6184,7837,0,14.4,0.51,0.18,2.1,0.149,76.0,270.0,0.9976799999999999,4.26,1.68,5.9,0,8,
6185,7838,0,17.9,0.21,0.83,18.15,0.888,63.0,73.0,1.01025,3.85,0.41,3.7,1,7,1.0
6186,7840,4,12.3,1.12,0.66,51.1,0.063,,407.0,1.03989,3.32,0.53,6.8,0,6,2.0
6187,7841,0,19.1,0.21,1.02,1.6,0.32,109.0,168.0,0.9444799999999999,3.23,2.09,11.1,1,10,1.0
6188,7843,5,6.0,1.42,0.15,2.1,0.042,31.0,127.0,0.99987,3.32,0.42,11.7,1,7,
6189,7844,4,10.6,0.43,1.32,9.3,0.07,275.0,22.0,1.04215,2.35,0.4,9.2,1,8,2.0
6190,7845,4,15.1,0.15,1.07,17.9,0.027000000000000003,6.0,231.0,1.0601,3.38,0.49,19.0,-1,7,
6191,7846,3,0.7,0.62,1.75,7.6,0.32299999999999995,16.0,37.0,0.9972,3.06,0.58,14.4,-1,9,2.0
6192,7847,5,1.9,1.38,0.28,91.6,0.28,11.0,404.0,0.99723,3.31,1.78,8.9,1,8,3.0
6193,7848,5,8.5,1.02,0.39,26.9,0.172,121.0,93.0,0.9797100000000001,3.2,0.53,12.2,1,9,4.0
6194,7850,0,5.6,0.34,0.21,2.5,,41.0,1.0,0.9958600000000001,3.21,0.32,10.1,-1,8,
6195,7851,3,5.7,0.52,0.46,50.2,0.25,177.0,,1.07935,3.5,0.47,8.8,0,7,1.0
6196,7852,4,7.5,1.62,1.32,33.2,1.199,260.0,152.0,0.9811799999999999,3.01,0.38,16.4,0,8,2.0
6197,7853,6,8.1,1.17,0.49,2.4,0.5329999999999999,176.0,404.0,0.9944,3.14,0.41,10.8,2,9,4.0
6198,7854,5,6.8,0.18,0.38,9.8,0.22899999999999998,29.0,543.0,0.9623200000000001,3.11,2.02,9.2,0,7,2.0
6199,7855,3,26.4,0.64,0.26,13.2,0.8320000000000001,167.0,64.0,0.95088,3.25,0.46,5.9,0,7,2.0
6200,7858,0,3.7,1.54,1.69,1.4,0.039,53.0,307.0,0.99206,3.4,,10.1,-1,7,
6201,7859,1,10.1,0.27,1.96,50.9,0.085,,339.0,0.9954799999999999,3.17,0.54,9.4,-1,7,
6202,7860,6,7.6,0.2,1.14,28.5,0.055999999999999994,,,0.9990000000000001,3.14,,8.7,0,8,3.0
6203,7861,4,6.9,0.4,0.53,2.9,0.201,,223.0,0.9594600000000001,3.14,0.78,6.4,1,8,2.0
6204,7862,4,0.7,0.74,1.56,5.6,0.049,224.0,97.0,1.04413,3.47,0.1,4.6,1,9,2.0
6205,7864,3,2.2,0.39,0.39,,0.047,111.0,6.0,0.99851,2.13,1.23,7.4,-1,7,1.0
6206,7865,5,6.1,0.4,1.18,38.7,0.051,227.0,177.0,0.99792,2.45,0.39,9.0,0,7,2.0
6207,7867,4,3.3,0.26,1.83,31.0,0.5820000000000001,,603.0,1.0297,2.16,,13.5,0,7,2.0
6208,7868,2,0.7,0.35,0.18,3.1,0.09,5.0,129.0,0.9829700000000001,3.17,0.72,16.0,-1,12,1.0
6209,7869,4,17.0,0.26,0.78,33.0,0.16,307.0,13.0,1.00825,3.29,0.67,10.5,1,7,3.0
6210,7870,4,3.2,0.08,0.3,41.3,0.04,109.0,63.0,1.00484,3.79,0.33,6.3,0,8,
6211,7872,4,2.2,0.14,0.36,8.8,0.22,210.0,,0.9956,3.74,0.35,11.05,1,9,3.0
6212,7873,6,4.4,0.53,0.31,62.4,0.04,155.0,301.0,0.9922,,1.42,3.2,2,8,3.0
6213,7874,0,8.5,0.3,0.53,18.2,0.128,34.0,109.0,0.99708,3.69,1.04,17.8,0,12,1.0
6214,7876,0,7.2,0.59,0.33,0.5,0.068,41.0,,0.9941399999999999,2.81,4.24,14.5,-1,8,
6215,7877,5,7.5,0.3,0.34,1.3,0.281,50.0,269.0,0.9945,2.28,2.0,6.1,1,8,1.0
6216,7878,3,6.0,0.31,0.06,7.4,0.532,6.0,159.0,1.01831,2.26,1.08,9.4,-1,7,3.0
6217,7879,3,7.2,0.18,0.45,4.4,0.301,57.0,138.0,0.9596299999999999,3.13,0.99,11.9,-1,8,2.0
6218,7880,3,18.4,0.22,0.39,1.2,0.049,36.0,78.0,0.99346,2.64,0.47,23.0,-1,7,3.0
6219,7881,4,8.1,0.45,0.27,68.4,0.03,43.0,123.0,0.96459,2.7,0.33,11.2,0,9,2.0
6220,7883,2,7.4,0.03,0.27,17.6,0.146,21.0,486.0,1.01609,3.05,3.98,7.6,-1,8,
6221,7884,6,8.6,0.72,0.62,79.1,0.107,70.0,125.0,0.9925,3.33,,11.4,1,9,2.0
6222,7885,0,2.7,1.24,0.31,87.95,0.252,210.0,947.0,0.99587,3.31,0.59,4.3,0,8,
6223,7886,4,6.4,1.64,0.76,7.2,0.047,41.0,151.0,0.9960399999999999,1.92,0.76,5.8,1,7,
6224,7889,3,5.1,0.06,1.8,47.3,0.266,48.0,109.0,0.9916799999999999,2.22,0.49,10.4,0,6,2.0
6225,7890,0,7.7,2.01,2.34,9.8,0.47600000000000003,12.0,27.0,0.95076,3.33,0.59,8.8,0,7,
6226,7892,2,1.7,1.58,1.48,,0.914,16.0,138.0,0.98416,4.2,2.42,9.4,-1,8,1.0
6227,7893,5,23.1,0.05,0.09,72.3,0.040999999999999995,229.0,505.0,0.98214,3.67,1.28,9.8,2,8,
6228,7894,1,3.1,0.33,0.16,9.95,0.033,18.0,96.0,1.03149,,0.9,12.4,0,9,1.0
6229,7896,4,18.9,0.26,1.42,33.0,0.057,299.0,127.0,1.0181200000000001,3.1,0.55,14.1,0,8,2.0
6230,7897,4,17.5,0.32,0.33,2.5,0.495,73.0,5.5,0.9744299999999999,3.34,,5.7,1,7,1.0
6231,7898,0,8.4,0.51,0.42,2.1,0.34700000000000003,23.0,36.0,0.99392,3.11,0.78,12.4,-1,9,
6232,7899,3,6.7,0.25,0.19,47.4,0.038,61.0,,0.9952,4.19,0.35,9.5,0,7,2.0
6233,7900,4,7.3,1.5,1.56,54.5,0.021,26.0,45.0,1.00302,,0.37,12.5,0,7,2.0
6234,7902,3,15.6,0.41,0.22,39.8,0.05,44.0,154.0,0.98741,2.17,0.4,10.5,0,6,2.0
6235,7903,5,3.9,0.15,0.34,24.5,0.04,29.0,121.0,0.99111,3.59,0.48,12.1,0,7,2.0
6236,7904,6,7.7,0.03,0.57,20.4,0.47200000000000003,,168.0,1.01226,1.49,0.48,7.1,1,8,3.0
6237,7905,4,7.1,1.05,0.3,6.6,,167.0,92.0,0.9036,3.18,1.13,15.4,0,8,3.0
6238,7907,0,7.6,0.25,1.22,9.1,0.536,510.0,672.0,0.9703,2.2,0.51,9.5,0,8,
6239,7909,0,8.0,1.13,0.28,54.6,0.21600000000000003,64.0,16.0,0.95752,3.15,0.86,12.5,0,9,1.0
6240,7910,2,8.4,0.32,0.32,19.0,0.336,3.0,134.0,0.99439,3.02,0.34,14.0,-2,9,
6241,7911,4,6.6,0.2,0.3,23.2,,98.0,153.0,1.00179,3.29,1.64,12.9,0,7,2.0
6242,7912,4,17.9,1.24,0.33,14.3,0.039,210.0,7.0,0.99008,3.22,0.92,5.8,0,7,3.0
6243,7913,0,8.6,0.845,0.4,63.6,0.079,3.0,27.0,0.9951200000000001,3.17,2.25,11.9,-1,9,
6244,7914,4,11.5,0.41,0.56,59.9,0.066,22.0,148.0,0.9491700000000001,3.3,0.85,9.633333333300001,1,7,3.0
6245,7915,0,16.1,0.93,0.43,4.5,0.11800000000000001,26.0,333.0,0.9787299999999999,0.72,0.57,13.2,0,13,1.0
6246,7916,0,6.7,0.23,1.52,5.5,0.126,84.0,366.0,0.9952,3.5,,11.1,0,8,
6247,7918,6,9.8,1.4,0.24,1.5,0.34700000000000003,251.0,172.0,0.9919399999999999,3.27,0.48,9.9,2,8,3.0
6248,7919,2,5.1,1.52,0.25,1.4,0.45899999999999996,48.0,116.0,0.97055,3.48,,1.1,-1,6,1.0
6249,7920,3,6.7,0.19,1.4,12.0,0.307,36.0,117.0,0.9945,4.43,0.42,,-1,7,3.0
6250,7921,4,12.6,0.39,1.58,11.9,0.275,155.0,221.0,0.99851,3.62,1.68,8.9,0,7,3.0
6251,7922,5,3.0,1.33,1.27,,0.039,17.0,116.0,0.9589799999999999,2.36,0.47,13.7,0,6,3.0
6252,7923,3,9.8,1.05,0.23,10.8,0.055999999999999994,132.0,444.0,1.02903,3.06,1.11,9.1,1,11,2.0
6253,7925,5,5.9,0.23,1.15,7.85,0.03,326.0,717.0,0.9933,3.52,0.26,11.5,0,7,
6254,7926,5,7.6,0.22,1.45,16.3,0.022000000000000002,95.0,118.0,1.03569,2.92,0.72,13.1,1,7,3.0
6255,7927,0,13.7,0.17,0.05,2.6,0.265,13.0,849.0,1.03859,2.88,0.64,,0,11,
6256,7928,4,9.2,0.34,0.64,1.2,0.026000000000000002,242.0,73.0,0.9921,1.84,0.49,10.8,1,10,2.0
6257,7929,6,0.0,0.48,1.06,,0.028999999999999998,214.0,122.0,1.06007,2.93,2.2,11.5,1,7,3.0
6258,7930,5,0.8,0.22,0.37,15.0,0.382,179.0,129.0,0.9992,2.62,0.16,0.2,0,7,2.0
6259,7931,3,5.6,0.245,0.58,3.0,0.032,45.0,54.0,0.97282,3.31,0.34,15.8,0,6,1.0
6260,7932,6,16.3,0.745,0.89,0.2,0.3,73.5,142.0,0.9793,3.18,1.37,9.9,1,8,2.0
6261,7933,0,7.2,0.39,0.39,116.6,0.043,,159.0,1.0359399999999999,3.54,0.47,10.0,0,8,
6262,7934,0,1.1,0.22,0.44,1.5,0.28800000000000003,6.0,251.0,0.9954200000000001,5.45,1.87,10.7,1,9,
6263,7935,6,1.9,0.19,1.55,100.1,0.192,49.0,178.0,0.99219,3.16,0.72,12.8,1,6,3.0
6264,7936,5,12.0,1.16,0.76,30.3,0.07400000000000001,10.0,247.0,0.94611,2.98,0.66,9.9,0,13,1.0
6265,7937,5,15.4,0.25,1.14,4.6,0.111,51.0,195.0,1.01914,2.12,,13.1,1,9,2.0
6266,7938,4,6.2,0.59,0.06,7.0,0.043,215.0,176.0,0.94286,3.19,0.06,15.6,1,7,3.0
6267,7939,3,16.9,0.31,0.3,18.0,0.34,28.0,152.0,0.992,3.54,0.56,6.5,-1,6,
6268,7940,3,6.1,0.24,0.46,4.7,0.39,113.0,16.0,0.9963700000000001,3.29,0.62,12.3,-1,7,
6269,7941,5,2.7,0.64,1.52,43.0,0.027000000000000003,285.0,89.0,0.9773299999999999,2.07,0.38,12.5,0,6,2.0
6270,7942,5,6.3,0.2,0.4,1.5,0.368,3.0,81.0,0.9917,4.26,0.75,11.4,1,7,3.0
6271,7943,2,12.1,1.3,0.77,1.4,0.064,311.0,89.0,1.0018799999999999,3.37,0.55,6.7,-1,7,1.0
6272,7944,4,12.8,0.02,0.83,2.5,,24.0,60.0,0.96042,3.31,,8.0,0,9,2.0
6273,7945,3,11.7,0.17,0.5,50.1,1.077,35.0,140.0,0.9904,2.28,0.2,15.2,-1,8,1.0
